Q1A	Q1I	Q1E	Q2A	Q2I	Q2E	Q3A	Q3I	Q3E	Q4A	Q4I	Q4E	Q5A	Q5I	Q5E	Q6A	Q6I	Q6E	Q7A	Q7I	Q7E	Q8A	Q8I	Q8E	Q9A	Q9I	Q9E	Q10A	Q10I	Q10E	Q11A	Q11I	Q11E	Q12A	Q12I	Q12E	Q13A	Q13I	Q13E	Q14A	Q14I	Q14E	Q15A	Q15I	Q15E	Q16A	Q16I	Q16E	Q17A	Q17I	Q17E	Q18A	Q18I	Q18E	Q19A	Q19I	Q19E	country	introelapse	testelapse	surveyelapse	TIPI1	TIPI2	TIPI3	TIPI4	TIPI5	TIPI6	TIPI7	TIPI8	TIPI9	TIPI10	VCL1	VCL2	VCL3	VCL4	VCL5	VCL6	VCL7	VCL8	VCL9	VCL10	VCL11	VCL12	VCL13	VCL14	VCL15	VCL16	education	urban	gender	engnat	age	screenw	screenh	hand	religion	orientation	race	voted	married	familysize	major
1	5	2417	1	9	2999	1	15	3623	4	13	3976	2	10	3842	1	3	2529	4	17	5438	4	7	4199	5	14	3371	2	6	5801	1	16	3201	4	19	6120	5	4	4609	1	12	2276	5	8	3490	4	2	6077	1	1	3842	2	18	3601	1	11	3378	GB	6	75	110	7	3	6	7	7	7	7	5	2	1	1	1	1	1	1	0	0	0	0	1	0	0	0	1	1	1	2	2	2	1	16	360	640	1	2	2	16	2	1	2	
3	5	7025	4	15	4061	4	14	4815	4	11	6549	4	17	3601	4	3	3780	4	7	7355	5	6	3934	3	13	2454	4	9	3856	4	4	4299	2	16	6472	2	2	6779	2	1	5331	4	19	3320	5	18	3131	5	12	2525	5	8	2057	4	10	4556	US	4	86	142	5	2	4	7	6	3	7	2	1	2	1	1	1	1	1	0	0	0	0	1	0	1	0	1	1	1	2	2	2	1	16	414	736	1	2	1	10	2	1	2	
3	12	5751	1	14	5743	3	9	4203	3	10	10993	3	11	5175	3	1	10876	3	15	5707	2	3	6788	5	18	4392	3	4	10688	3	5	3290	1	7	10180	3	13	6784	3	8	3274	5	17	11625	3	16	11254	3	2	13275	3	6	3818	1	19	9932	US	358	144	148	5	5	5	2	6	6	6	3	6	0	1	1	0	1	1	1	0	1	0	1	1	0	1	1	1	1	3	2	1	1	25	360	740	2	2	3	16	1	2	3	Psychology
1	4	4302	1	6	3563	4	14	5237	4	3	3076	2	9	5392	1	5	4076	4	1	20010	4	10	6989	5	18	2870	2	7	9102	4	8	6735	1	11	6745	5	19	2980	4	13	4672	5	15	4345	4	12	7812	2	2	6658	4	17	3572	2	16	6367	US	55	126	64	5	2	6	3	6	5	6	2	7	1	1	1	1	1	1	0	0	0	0	1	1	0	1	1	1	1	2	2	2	1	27	1366	768	1	2	2	16	1	1	3	
1	5	3138	1	14	2864	3	3	3627	5	13	3775	5	12	3100	3	16	2689	5	11	3786	4	10	3236	5	17	2089	4	4	2726	3	9	2602	1	6	3552	3	19	3908	5	7	2310	4	2	3186	5	8	4565	5	1	4055	3	18	2351	3	15	5979	US	302	64	68	5	2	6	5	6	6	7	1	4	5	1	1	1	1	1	0	0	0	0	1	1	0	1	1	1	1	3	2	2	1	37	1920	1080	1	1	4	16	1	1	2	engineering
4	14	6115	4	11	228	1	17	7173	5	4	22476	4	10	243	3	15	13494	5	8	21724	5	5	8630	3	16	12863	5	3	21808	4	12	22636	4	9	2551	2	18	19121	1	2	10854	5	13	9845	5	1	5133	5	19	12409	3	6	32319	3	7	103800	KE	3982	391	464	6	1	7	3	7	6	6	1	7	1	1	1	1	1	1	0	1	1	1	1	0	0	0	1	1	1	3	2	1	2	29	1366	768	1	7	1	13	1	1	5	MATHEMATICS
1	12	2516	1	19	5144	3	1	61291	3	3	102278	5	9	2874	1	11	1950	4	8	21240	1	4	6515	5	10	3991	1	15	71976140	1	17	2259	4	16	4145	5	6	28148	4	13	2815	5	2	3064	4	18	6225	1	7	2996	2	14	2896	1	5	20030	US	4	72257	86	7	6	5	1	7	1	3	6	7	1	1	1	1	1	1	0	1	0	0	1	0	0	1	1	1	1	2	1	2	1	18	1536	864	1	2	1	16	1	1	2	Sociology
5	7	4697	2	11	2758	2	15	4603	4	5	6127	2	19	3572	2	3	5499	5	12	6544	5	9	1936	4	18	5757	2	8	3578	4	2	4466	2	14	3634	2	4	3830	4	16	2331	5	10	3538	5	6	4801	4	13	4115	5	1	3880	2	17	3268	US	1627	80	120	7	5	6	5	7	5	6	5	3	2	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	3	2	1	1	43	1920	1200	1	7	3	16	1	2	2	Accounting
1	1	3141	1	13	3288	3	10	6664	3	19	5480	3	4	3592	1	16	10223	5	11	5192	1	18	2713	5	9	2856	1	12	7951	1	14	2408	1	6	2832	5	3	3190	2	15	4465	5	7	3039	3	5	4727	1	2	2976	1	17	3567	1	8	6359	US	3	85	78	3	5	1	7	6	6	6	4	2	1	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	1	1	2	2	1	17	864	486	1	1	2	16	2	1	2	
4	6	5626	1	10	3315	2	13	4169	5	19	27406	5	8	6675	1	15	2856	5	9	7035	4	14	3142	4	16	9705	5	2	5046	4	7	20606	5	4	3992	2	3	5748	4	1	3915	4	5	3892	5	12	9521	5	18	600	2	11	3010	5	17	10925	CA	9	159	108	6	6	5	2	5	6	6	4	3	6	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	1	2	3	2	1	15	320	640	1	4	2	16	2	1	2	
1	14	4038	1	2	9764	1	12	10552	5	11	5399	5	1	8008	1	4	9302	1	15	4079	1	6	4569	4	5	7520	5	3	6936	1	17	2607	1	16	3528	4	18	9424	4	7	4688	2	9	5678	5	13	6721	4	8	6630	1	10	4129	3	19	6351	NONE	22	122	90	6	1	7	1	6	5	6	2	6	3	1	1	1	1	1	0	1	0	0	1	1	0	1	1	1	1	3	3	1	1	74	1920	1080	1	1	1	16	2	2	2	mathematics
3	15	12259	3	18	6128	1	6	5023	3	1	14163	4	13	7785	4	12	3919	5	7	7087	5	5	5135	3	4	3959	5	8	3762	3	10	4198	2	9	8336	5	11	4192	5	17	6433	3	14	3630	3	16	5870	4	3	13973	4	2	7614	5	19	7346	PH	22	131	170	6	3	6	1	5	4	4	1	7	4	1	1	0	1	1	0	0	0	0	1	0	0	0	0	1	1	3	3	2	1	31	1536	864	1	12	5	11	1	1	3	MARKETING
4	18	5584	3	19	5251	4	10	5195	4	13	12257	4	17	3219	4	11	6229	4	12	5432	4	16	4704	5	5	5203	5	4	3533	3	15	4290	5	9	6032	3	2	4904	5	8	3364	5	6	2330	4	14	3591	5	7	3546	5	3	5898	4	1	7875	PH	7	101	122	6	4	6	6	6	6	6	5	4	4	1	0	0	1	1	0	0	0	0	1	0	0	0	1	1	1	3	3	2	2	32	1366	768	1	7	4	11	1	1	4	Education
3	14	5064	4	17	7391	5	8	4791	5	6	8672	5	15	4104	4	1	7980	5	12	161569	4	18	3880	4	13	4896	5	3	5049	4	5	5503	4	10	8455	1	4	5104	5	19	2431	4	11	4489	5	16	3776	5	9	4897	5	2	7038	4	7	6161	ZA	262	262	148	7	5	5	3	6	2	5	5	3	1	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	1	4	3	1	2	37	1920	1080	1	7	1	16	1	2	1	computer engineering
2	8	33182	1	19	16447	5	11	16855	4	10	39847	5	2	13222	4	9	34432	5	17	8673	4	12	18336	4	4	15424	5	14	10240	4	15	13112	4	16	14558	1	3	9952	5	5	8127	2	7	28064	5	6	13615	5	18	11527	5	1	22448	4	13	15296	PH	74	344	273	7	1	7	1	7	2	7	2	7	3	1	1	0	1	1	0	1	0	0	1	0	0	1	1	1	1	4	2	2	2	39	1440	900	1	4	3	11	1	2	8	
4	2	8316	3	13	6111	3	8	8846	5	17	9394	3	1	10581	3	15	6823	3	10	8975	4	9	6006	4	6	5359	4	19	9484	2	7	6714	4	16	4606	4	5	6032	1	18	6407	4	14	5263	5	4	6404	4	12	5759	5	3	6086	3	11	3831	DE	1008	131	137	4	3	3	2	7	5	6	3	7	5	1	1	0	1	1	0	1	1	0	1	1	0	1	1	1	1	3	2	1	2	41	960	1536	1	6	1	16	2	2	1	law
4	16	4612	2	18	6344	4	6	8472	4	15	7538	2	8	7392	3	2	8331	4	14	6432	5	12	5390	4	17	2826	3	19	5187	4	13	7062	5	10	12243	2	5	6971	4	9	4043	5	4	5350	5	11	7103	2	1	10125	1	3	5410	4	7	8896	US	11	130	158	4	6	5	3	6	5	4	2	6	5	1	1	0	1	1	0	0	1	0	1	0	0	1	1	1	1	1	2	1	1	16	1366	768	1	4	1	16	2	1	1	
5	1	13148	2	7	6017	5	18	3184	2	3	10384	5	10	4333	1	14	5517	5	15	5384	2	9	14867	3	6	12534	3	12	8482	2	16	10250	5	13	6467	4	19	9733	2	4	7250	1	11	1294	3	5	1890	5	2	15801	4	8	3051	5	17	12368	US	30	170	213	4	7	6	2	5	4	6	5	5	1	1	1	0	1	1	0	0	1	0	1	0	0	0	0	1	1	2	2	2	1	19	1440	900	1	6	1	17	2	1	2	Business,entrepreneurship,& general studies
4	17	6744	1	6	6161	3	1	8936	1	13	6796	4	7	6581	1	16	3665	5	11	6590	2	15	5486	5	18	5005	1	12	6932	2	14	4723	4	9	15586	5	5	6080	4	19	4549	5	3	1061	1	10	6467	3	4	6189	1	8	5866	1	2	8795	US	2	133	131	1	5	5	2	5	3	2	5	5	4	1	1	0	1	1	0	0	1	0	1	0	0	1	1	1	1	1	1	2	1	29	412	846	1	1	1	16	2	1	2	Nursing
3	10	10701	4	3	7842	5	17	7989	4	12	19103	1	15	8991	4	4	7398	3	19	13030	3	13	7062	3	5	11200	5	2	11534	4	9	9240	4	1	9385	2	8	7313	5	6	4876	2	7	14478	4	16	8411	4	14	9934	4	18	6508	4	11	12050	PH	12	187	192	5	4	6	4	6	6	6	3	5	2	1	1	0	1	1	1	0	1	0	1	0	0	0	1	1	1	4	3	3	2	26	1920	1080	1	4	2	11	1	1	3	Civil Engineering
4	4	4617	4	3	6675	3	12	1796	3	9	18378	4	18	6024	2	8	4787	4	16	1417	3	17	5654	4	19	7499	4	14	1233	2	7	5853	4	13	7560	4	1	9555	3	11	3856	4	2	11138	5	6	9152	4	10	5532	4	5	4625	3	15	7976	NONE	69	177	263	6	4	5	3	5	3	5	2	6	1	1	1	0	1	1	0	0	1	1	1	0	1	0	1	0	1	3	3	2	2	26	1366	768	1	8	1	17	1	1	2	Finance
2	2	8993	1	12	11802	5	8	6481	4	17	7738	5	9	4054	5	14	8744	5	11	4336	2	3	7449	4	13	13347	5	16	11041	4	6	7930	3	7	17315	5	4	4713	1	5	3759	4	10	5105	2	18	13176	5	15	6192	1	1	5358	5	19	16570	AM	2	165	394	1	1	6	1	7	6	6	1	6	2	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	3	3	2	2	36	1920	1080	1	4	1	16	1	1	3	managment
5	3	7335	4	2	7327	4	19	15663	3	18	17887	3	15	6376	3	1	17594	3	16	13230	2	7	6746	3	6	4967	4	14	15935	3	11	11776	3	8	16039	4	4	7576	5	10	6288	3	12	10679	4	9	13871	4	5	8711	2	13	9207	2	17	12631	PH	59	213	295	5	3	6	4	6	4	4	2	5	4	1	0	0	1	1	0	0	0	0	1	0	0	0	0	1	1	4	3	2	2	38	1366	768	1	4	1	11	1	2	4	Hotel and restaurant management
4	1	6960	1	7	7335	4	10	5560	4	13	13711	3	2	13937	3	12	7237	5	15	7477	2	5	13639	4	19	5525	5	3	8849	3	6	7503	3	8	11628	4	11	6135	5	9	1568	3	17	11944	4	14	6280	3	18	12507	4	16	8630	4	4	7400	GB	372	176	190	3	5	5	5	6	6	5	6	5	2	1	1	0	1	1	0	0	1	0	1	0	0	1	1	1	1	3	2	1	1	26	1366	768	1	12	2	16	2	1	4	Chemistry
4	13	6116	3	9	10148	5	11	14102	4	2	16787	4	8	4995	4	14	5561	5	7	9389	5	4	8683	4	5	5507	5	10	10712	4	17	5659	5	6	5939	2	3	4566	4	18	4582	4	16	5288	5	15	9733	5	12	3985	4	1	7684	4	19	10206	US	679	151	192	6	2	6	2	6	5	6	2	6	2	1	0	0	1	1	0	0	0	0	1	0	0	0	0	1	1	3	3	2	2	33	1440	900	1	4	2	11	2	2	5	Bachelor of Science in Computer Science
5	1	3750	1	11	7543	5	10	3625	5	19	7071	5	18	1815	1	15	2905	5	17	4226	5	8	5465	1	7	2679	5	14	4717	1	9	3721	1	4	4921	1	6	3031	5	3	2923	1	2	6466	5	5	4959	5	12	3918	1	13	3209	4	16	5121	NZ	309	207	5	7	1	7	1	6	3	7	1	7	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	3	3	1	1	30	1536	864	1	12	5	17	1	2	6	Accounting
4	9	13190	2	10	9300	4	7	10189	5	17	11241	5	5	6150	5	6	8773	4	13	10326	4	11	10129	4	19	7159	5	4	7673	3	16	13490	4	18	2680	1	3	6277	3	1	6495	4	8	6131	5	15	5579	5	2	10227	5	12	2959	5	14	8330	PH	22	184	139	7	7	7	2	7	5	7	1	7	1	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	4	1	2	2	21	1366	768	1	4	1	11	1	1	4	Accountancy
3	8	16004	1	5	8063	5	2	18693	3	9	13271	5	14	9633	4	12	7456	5	13	13713	4	15	8948	4	18	6890	5	1	11602	5	17	6572	2	10	10652	1	4	6544	4	7	7731	1	3	12095	3	16	7641	5	11	10013	5	6	9526	2	19	19198	NONE	16	206	333	6	2	7	1	5	3	5	1	2	2	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	1	3	3	1	2	27	1536	864	1	10	2	11	1	2	3	Electrical and Electronic Engineering
5	11	6479	1	17	7687	5	1	5120	4	10	214528	5	5	4360	4	9	5111	5	3	4057	5	2	6486	5	15	13530	5	16	6944	5	4	5039	5	7	7800	1	6	4719	4	18	5159	4	19	6440	5	13	8928	5	14	7351	3	12	8591	5	8	3880	PH	66	334	127	7	1	7	1	3	1	6	1	7	2	1	1	1	1	1	0	0	1	0	1	0	0	1	1	1	1	3	1	1	2	28	1366	768	2	4	1	11	2	1	4	Civil Engineering
5	11	1983	4	13	3342	5	19	2146	4	2	3452	5	16	1621	4	1	3456	5	9	3718	5	15	3097	4	14	2962	5	10	2199	3	3	3651	4	8	5150	4	12	6962	1	4	3184	5	17	2949	2	5	6650	5	18	2445	5	6	1917	4	7	2983	US	11	64	124	2	2	6	3	5	5	6	4	6	3	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	1	3	2	2	1	19	320	568	1	1	2	11	2	1	2	physics
2	9	7723	4	19	6444	3	1	3775	3	13	18477	4	17	9482	3	10	9306	5	4	14988	3	16	6262	5	5	8024	5	7	7798	4	8	15190	5	11	6469	4	12	5335	4	6	8614	2	14	38956	2	3	14900	5	18	6677	2	15	11882	4	2	97433	PH	109	316	289	5	3	6	2	7	7	6	1	6	2	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	4	3	1	2	24	1366	768	1	4	1	11	1	1	3	Information Technology
1	15	3315	1	10	2959	5	2	8244	4	11	804	5	17	658	1	16	2511	5	6	3413	5	4	4138	5	7	3920	1	13	4707	1	18	2927	1	19	3092	5	9	5185	2	3	2751	5	14	3466	5	1	4769	2	8	3849	2	5	3404	5	12	3764	NONE	12	96	131	4	2	2	2	7	4	7	6	4	5	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	4	2	3	1	46	360	747	1	3	3	16	1	1	2	Public health 
5	2	6503	1	18	3945	5	11	7211	5	15	9776	5	1	9119	5	3	4759	5	4	6616	5	5	4373	4	16	4480	5	6	6580	5	13	5680	5	10	5986	1	19	8969	5	17	5323	5	14	4461	5	7	8558	5	12	3996	1	9	6936	5	8	3232	US	6	118	140	4	7	7	7	6	7	5	1	5	1	1	1	1	0	1	0	0	0	0	1	0	0	0	1	1	1	1	1	2	1	16	1366	768	1	6	1	16	2	1	2	
1	7	4323	1	11	3841	2	15	4450	3	6	10084	4	10	4122	1	2	3510	4	3	14242	2	5	10285	5	16	3346	4	19	5595	2	13	3496	2	17	5480	2	18	6547	1	8	3484	4	9	3267	4	4	5014	4	1	10242	1	14	3711	3	12	7440	PL	18	114	113	3	2	6	3	5	5	6	3	6	2	1	1	0	1	1	0	0	1	0	1	1	0	0	1	1	1	2	3	2	2	20	1366	768	1	4	1	16	1	1	3	languages
5	15	6333	1	7	3072	3	6	6258	5	11	1416392	4	1	9700	2	8	32245	5	19	6357	5	14	3846	5	2	6227	1	9	5562	1	17	4325	2	12	6770	5	18	4454	4	5	3686	5	13	6413	5	4	8351	1	16	4547	5	3	3671	2	10	3217	US	5	1542	146	2	5	6	7	6	6	6	3	1	2	1	1	0	1	1	0	1	1	0	1	0	0	1	1	1	1	4	2	1	1	33	360	640	1	1	2	16	1	3	2	Political science and history 
4	4	7344	1	9	1609	5	1	11350	4	16	1100	2	17	10582	1	7	7472	4	10	8567	4	18	9464	2	3	16239	5	2	8509	1	8	6831	2	6	13688	1	5	12647	4	15	11182	4	12	6371	5	11	9699	4	14	9409	2	13	12815	4	19	14103	PH	34	217	277	6	1	7	1	7	6	6	1	7	3	1	1	0	1	0	0	0	0	0	1	0	0	0	0	1	1	4	1	2	2	33	1366	768	2	7	1	11	1	1	6	Business Administration
1	14	4638	1	10	14779	2	3	18360	2	13	704	4	5	4540	1	15	2865	4	9	25483	2	19	4973	5	4	4404	4	18	27985	1	2	6669	5	12	8374	4	7	5165	2	16	5267	5	8	3103	4	1	32968	1	11	4975	5	17	9356	1	6	4147	US	19	206	120	5	2	2	2	7	5	3	7	7	1	1	1	1	1	1	1	0	1	0	1	0	1	1	1	1	1	2	3	2	1	18	360	640	1	6	4	16	2	1	1	Communications
4	5	4138	2	17	3538	4	15	3828	5	4	5915	4	13	2681	4	1	9194	4	9	5345	4	19	2596	4	14	3234	4	12	3845	3	6	7695	4	10	4554	2	11	4556	4	7	2955	4	3	2975	3	2	9325	4	8	3897	4	18	2747	4	16	4001	US	4	87	106	2	5	7	6	3	5	5	2	3	2	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	4	1	1	1	31	412	732	1	5	1	16	1	2	5	English
1	2	16004	5	15	6718	5	11	8882	1	19	26445	5	3	11110	5	5	4375	5	14	10791	5	18	6694	5	9	18260	5	12	9452	5	1	22243	5	17	9085	1	10	3516	5	13	3793	1	6	4737	1	8	13163	5	7	7448	5	4	4646	5	16	16708	PH	2153	205	173	7	1	7	1	7	1	7	1	7	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	3	3	2	2	27	1366	768	1	4	1	11	1	2	4	Finance
1	1	6320	4	19	906	4	16	1391	3	2	46799	3	9	3326	5	13	5278	4	8	3053	3	18	895	3	4	5467	5	10	6723	4	14	7334	1	6	6594	5	11	3269	4	17	966	4	15	4647	3	5	71557	5	12	91490	3	3	9876	3	7	5383	GB	6	282	148	5	5	7	1	7	1	5	1	2	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	4	3	1	1	30	1536	864	1	8	5	11	1	2	1	E&C
1	13	3052	1	11	2869	3	4	5179	3	12	6067	1	5	3941	1	15	4459	1	14	3658	1	9	7950	5	19	3545	5	3	5456	4	1	4878	2	7	5100	1	10	5831	5	18	3734	4	16	5258	2	8	4580	4	6	4223	4	17	3032	5	2	5342	US	13	88	104	5	5	3	6	6	3	5	7	4	5	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	2	2	2	1	18	1280	720	1	4	2	16	1	1	3	History
2	6	13650	1	8	3773	3	5	13983	5	12	6102	5	19	3929	1	13	6559	4	7	7738	1	15	8024	5	1	6333	5	3	5200	1	18	4086	1	9	6056	1	2	8270	5	16	3124	1	14	3786	5	4	7747	5	11	2674	1	10	5453	5	17	6517	US	13	124	190	1	3	3	7	6	7	3	3	1	2	1	1	1	1	1	0	0	0	0	1	0	0	0	1	1	1	2	2	2	1	19	1366	768	1	7	4	17	1	1	2	
2	12	4162	3	11	5038	4	7	4355	5	16	3620	4	19	3536	1	14	3193	4	9	4629	3	17	6432	4	13	3851	5	5	4010	2	8	6207	2	1	6595	4	15	4359	4	6	5343	2	18	2833	3	4	5549	4	2	4007	5	3	3851	4	10	4849	US	49	87	106	5	5	2	6	4	2	4	4	2	3	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	3	2	2	1	26	1440	900	1	2	3	16	1	1	4	
1	16	3914	1	2	4241	1	14	3180	1	5	2626	2	11	5934	1	13	2531	2	10	3505	1	8	3755	5	15	1761	1	4	3478	2	6	2777	4	1	4497	5	17	3612	2	12	3522	5	19	2495	3	7	4908	2	18	4706	1	9	2510	2	3	4436	GB	2	77	63	3	1	1	3	7	5	7	5	5	7	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	4	3	2	1	30	1280	1024	1	4	1	16	1	2	2	Languages
5	18	1034	3	5	4037	5	9	4560	4	17	1303	4	10	4078	3	16	5749	3	13	5372	4	4	3625	3	19	9901	5	6	4754	3	2	7688	5	7	3376	2	14	3111	2	11	962	2	1	5946	5	15	3386	4	3	4667	5	8	1259	5	12	2979	US	9	113	161	6	5	6	5	6	7	7	3	5	4	1	1	1	1	1	0	0	1	0	1	1	0	1	1	1	1	3	2	1	1	21	375	667	1	6	1	16	1	1	8	
2	14	2647	2	17	8713	4	13	5066	4	4	4408	2	1	5947	4	10	3593	4	16	7008	5	15	1476	4	3	3640	4	11	5928	4	9	2671	2	19	4176	4	6	9024	4	8	3193	4	12	2647	4	18	5304	4	2	6528	2	7	2703	2	5	4936	CA	481	100	101	5	5	3	5	7	2	5	3	3	2	1	1	0	1	1	0	0	0	0	1	0	0	0	0	1	1	3	2	1	1	32	1920	1080	1	2	1	16	2	1	4	Computer Science
2	13	6466	1	6	5176	4	12	6928	3	8	8739	4	10	4556	1	9	4403	3	17	6601	4	1	8251	4	18	3568	2	11	6827	2	7	6787	5	4	3472	4	2	5867	4	16	7106	5	14	3572	4	3	8990	2	15	6079	2	19	5012	2	5	6339	US	618	115	86	5	5	2	3	7	3	5	7	3	7	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	4	2	1	1	28	1280	800	1	1	2	16	2	1	1	Classics
5	12	4925	1	13	12276	1	18	5550	1	6	5075	5	15	2518	1	5	2133	1	1	5397	2	16	5603	4	11	4679	1	4	4111	2	17	5695	4	7	6493	5	8	2962	5	9	6263	5	19	3383	2	10	6284	1	2	9385	2	3	6785	2	14	22184	AU	7	123	111	3	6	3	7	7	5	7	3	2	6	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	3	2	2	1	29	360	640	1	2	2	16	2	1	2	Classics
5	5	4766	3	17	8151	5	11	9403	3	14	9301	2	3	7181	2	16	5350	3	15	9616	5	6	5300	3	7	5909	5	13	4385	2	8	6679	4	10	9416	2	4	10352	4	12	1117	3	18	7235	5	19	6766	5	1	3018	1	9	6432	2	2	7353	US	17	147	97	5	3	6	2	5	6	6	5	6	2	1	1	0	1	1	0	0	0	0	1	0	0	0	1	1	1	1	3	1	1	17	414	736	1	12	1	16	2	1	2	
4	10	5777	1	17	5136	5	8	6880	3	12	14946	4	5	7953	1	7	5480	3	11	10263	2	3	7648	3	1	8440	4	9	7894	4	13	8023	2	14	6201	1	18	5527	1	16	5864	3	2	11495	2	19	8096	4	15	11518	5	4	7784	1	6	11711	CA	3	156	122	2	1	6	1	5	5	5	2	6	6	1	1	0	1	0	0	0	1	0	1	0	0	0	0	0	1	3	3	2	2	22	1920	1080	1	7	1	11	2	1	2	PSYCHOLOGY
2	11	7301	3	6	7067	4	3	17310	4	12	15422	5	10	6183	3	9	5189	5	2	13448	2	7	7876	4	19	4821	5	8	6582	3	14	5792	5	1	7863	1	4	7192	2	17	4556	3	18	6364	4	13	6705	5	5	6025	4	16	5052	4	15	5789	US	7	148	102	5	5	7	5	5	7	7	1	6	2	1	0	0	1	1	0	0	0	0	1	0	0	0	0	1	1	2	1	2	1	33	360	720	1	7	4	16	2	2	2	
3	12	18927	1	9	11025	4	19	9245	5	7	24573	4	10	7655	4	3	11051	4	16	18336	3	18	8464	3	8	5777	4	6	6567	4	1	17822	2	13	11566	3	11	7168	1	15	7203	2	14	10586	5	2	43523	4	5	13423	4	17	7047	4	4	13307	ZA	153	257	778	5	1	7	1	6	6	7	1	6	4	1	0	0	1	1	0	0	0	0	1	0	0	0	0	1	1	3	1	2	2	34	1920	1080	1	6	1	16	1	2	4	HR
2	2	6836	1	12	2772	5	10	2545	2	18	3342	4	5	5050	1	1	5286	5	9	631	5	4	4048	5	6	2607	5	16	4701	2	14	7087	1	19	7264	4	15	3220	5	17	2386	5	13	2289	4	3	5415	3	11	5761	4	7	7269	2	8	3908	FI	22	93	70	1	5	5	5	2	6	3	3	3	7	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	1	2	1	1	2	18	360	640	1	7	1	16	2	1	4	
4	15	6528	3	16	3142	4	5	7016	4	19	14649	5	7	2946	3	13	6470	5	6	4173	4	14	6028	3	9	9426	5	4	2173	4	11	4074	2	10	3833	2	8	7299	4	17	1408	3	12	8998	5	2	5119	5	1	4026	4	18	4446	5	3	4349	US	6	116	79	3	1	5	1	5	3	3	2	5	2	1	1	1	1	1	1	0	1	0	1	0	0	1	1	1	1	3	2	2	2	24	1280	800	2	2	1	16	1	1	2	biology
5	18	5238	4	11	4396	1	14	4556	5	9	12331	2	13	4575	3	19	6919	5	7	5962	5	10	4640	3	1	6653	5	12	4642	2	17	5441	5	2	8236	1	4	4385	5	5	4405	1	3	4079	5	8	5378	5	16	2960	4	6	6871	4	15	41599	US	37	144	73	3	2	5	1	5	6	5	5	7	2	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	1	3	1	1	1	29	1920	1080	1	5	1	16	1	2	4	statistics
4	7	3351	1	8	4084	5	15	4543	5	9	3829	1	14	5714	1	17	2769	3	13	1879	4	5	4221	5	2	3632	1	11	4471	1	16	5658	5	1	4252	5	6	2873	3	12	3534	5	3	2599	5	18	3510	1	4	5332	5	10	3067	1	19	3265	US	3	88	111	3	2	6	6	7	5	4	2	2	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	2	2	1	1	30	1920	1080	1	2	1	11	2	1	2	Art History/ Japanese Language
1	18	4030	1	17	2962	2	15	4267	4	16	4261	2	13	3596	1	12	2829	1	7	3813	4	14	4144	4	5	2970	4	3	3669	2	10	2854	4	4	5241	4	8	3178	4	2	3734	5	19	3781	5	9	3917	4	11	3729	2	6	7696	2	1	4130	US	12	76	63	3	2	6	2	5	3	3	1	6	3	1	1	1	1	1	0	0	0	0	1	0	0	1	1	1	1	3	2	2	1	27	1440	900	1	6	1	16	1	1	2	psychology
3	9	3403	2	14	3617	4	6	3635	5	16	3316	5	12	2800	3	4	3263	1	10	3624	5	3	3169	4	2	3290	2	15	2937	4	1	5267	4	13	3050	2	5	3403	4	7	1953	4	18	2981	4	8	3108	4	11	4968	5	17	1986	4	19	3778	CA	4	64	142	1	2	5	4	5	7	5	5	5	2	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	3	3	1	1	52	1536	864	1	1	3	16	1	2	2	Literature
4	7	2669	4	9	2776	5	15	4903	5	2	4101	5	3	3189	3	17	3427	3	11	5774	4	4	7844	2	12	4047	4	5	4910	4	1	3555	4	13	3395	3	14	3509	3	19	2724	3	10	4884	4	18	4590	4	8	3449	5	6	2731	4	16	4350	US	173	77	78	1	5	7	5	3	6	6	1	6	6	1	1	1	1	1	0	1	1	0	1	0	0	1	1	1	1	4	2	2	1	33	1440	900	1	6	1	16	1	2	2	mechanical engineering
